key,value
UA000000107392574,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880311459583,""geo"":{""city"":""Phoenix"",""state"":""AZ""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880311459583,""user_id"":""UA000000107392574""}"
UA000000107392806,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880334799454,""geo"":{""city"":""Springfield"",""state"":""OH""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880334799454,""user_id"":""UA000000107392806""}"
UA000000107392695,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880325164017,""geo"":{""city"":""Mission Viejo"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880325164017,""user_id"":""UA000000107392695""}"
UA000000107392705,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880325965910,""geo"":{""city"":""San Jose"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880325965910,""user_id"":""UA000000107392705""}"
UA000000107392745,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880329679096,""geo"":{""city"":""High Point"",""state"":""NC""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880329679096,""user_id"":""UA000000107392745""}"
UA000000107392696,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880325220104,""geo"":{""city"":""Cambridge"",""state"":""MA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880325220104,""user_id"":""UA000000107392696""}"
UA000000107372252,"{""device"":""Android"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593879866968515,""event_timestamp"":1593880330308347,""geo"":{""city"":""Indianapolis"",""state"":""IN""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593878091500306,""user_id"":""UA000000107372252""}"
UA000000107392782,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880332497190,""geo"":{""city"":""Palm Coast"",""state"":""FL""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880332497190,""user_id"":""UA000000107392782""}"
UA000000107382070,"{""device"":""Android"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879176925452,""event_timestamp"":1593880333666098,""geo"":{""city"":""Fresno"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879176925452,""user_id"":""UA000000107382070""}"
UA000000107350673,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593875656442404,""event_timestamp"":1593880328137870,""geo"":{""city"":""Spokane"",""state"":""WA""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593875656442404,""user_id"":""UA000000107350673""}"
UA000000107390411,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880083228962,""event_timestamp"":1593880329933906,""geo"":{""city"":""West Jordan"",""state"":""UT""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880083228962,""user_id"":""UA000000107390411""}"
UA000000107381830,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880310202082,""event_timestamp"":1593880335477178,""geo"":{""city"":""Memphis"",""state"":""TN""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879151752258,""user_id"":""UA000000107381830""}"
UA000000106673462,"{""device"":""iOS"",""ecommerce"":{""purchase_revenue_in_usd"":535.5,""total_item_quantity"":1,""unique_items"":1},""event_name"":""finalize"",""event_previous_timestamp"":1593879894650760,""event_timestamp"":1593880335729958,""geo"":{""city"":""Lynwood"",""state"":""CA""},""items"":[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":535.5,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593646725928326,""user_id"":""UA000000106673462""}"
UA000000107389261,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880053006994,""event_timestamp"":1593880332740528,""geo"":{""city"":""Oklahoma City"",""state"":""OK""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879962219851,""user_id"":""UA000000107389261""}"
UA000000107392818,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880336410795,""geo"":{""city"":""Methuen Town"",""state"":""MA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880336410795,""user_id"":""UA000000107392818""}"
UA000000107384520,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879633815398,""event_timestamp"":1593880339843622,""geo"":{""city"":""Tracy"",""state"":""CA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879447137299,""user_id"":""UA000000107384520""}"
UA000000107392696,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880325220104,""event_timestamp"":1593880343427148,""geo"":{""city"":""Cambridge"",""state"":""MA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880325220104,""user_id"":""UA000000107392696""}"
UA000000107392855,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880342116334,""geo"":{""city"":""Rocky Mount"",""state"":""NC""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880342116334,""user_id"":""UA000000107392855""}"
UA000000107383652,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879601670221,""event_timestamp"":1593880340076743,""geo"":{""city"":""Simi Valley"",""state"":""CA""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593879350854706,""user_id"":""UA000000107383652""}"
UA000000107392356,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593880288073399,""event_timestamp"":1593880341319414,""geo"":{""city"":""Jersey City"",""state"":""NJ""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880288073399,""user_id"":""UA000000107392356""}"
UA000000107364635,"{""device"":""Android"",""ecommerce"":{},""event_name"":""cc_info"",""event_previous_timestamp"":1593879711093421,""event_timestamp"":1593880341900664,""geo"":{""city"":""Redondo Beach"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593877253676696,""user_id"":""UA000000107364635""}"
UA000000107381617,"{""device"":""Android"",""ecommerce"":{},""event_name"":""foam"",""event_previous_timestamp"":1593879483105076,""event_timestamp"":1593880343582171,""geo"":{""city"":""Mason"",""state"":""OH""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879130005826,""user_id"":""UA000000107381617""}"
UA000000107388217,"{""device"":""Android"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593879972158634,""event_timestamp"":1593880339543420,""geo"":{""city"":""Downey"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879847360123,""user_id"":""UA000000107388217""}"
UA000000107387734,"{""device"":""Android"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880273185005,""event_timestamp"":1593880345372943,""geo"":{""city"":""Creve Coeur"",""state"":""MO""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879796291682,""user_id"":""UA000000107387734""}"
UA000000107392695,"{""device"":""Android"",""ecommerce"":{},""event_name"":""pillows"",""event_previous_timestamp"":1593880325164017,""event_timestamp"":1593880352111644,""geo"":{""city"":""Mission Viejo"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880325164017,""user_id"":""UA000000107392695""}"
UA000000107381617,"{""device"":""Android"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880343582171,""event_timestamp"":1593880345818844,""geo"":{""city"":""Mason"",""state"":""OH""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879130005826,""user_id"":""UA000000107381617""}"
UA000000107392955,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880353834212,""geo"":{""city"":""Dilworth"",""state"":""MN""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880353834212,""user_id"":""UA000000107392955""}"
UA000000107392935,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880350666198,""geo"":{""city"":""Canton"",""state"":""GA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880350666198,""user_id"":""UA000000107392935""}"
UA000000107392949,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880352401991,""geo"":{""city"":""Quincy"",""state"":""MA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880352401991,""user_id"":""UA000000107392949""}"
UA000000107392879,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880345373196,""geo"":{""city"":""San Antonio"",""state"":""TX""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880345373196,""user_id"":""UA000000107392879""}"
UA000000107392911,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880348796118,""geo"":{""city"":""Destin"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880348796118,""user_id"":""UA000000107392911""}"
UA000000107392123,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880260748743,""event_timestamp"":1593880348882429,""geo"":{""city"":""Clewiston"",""state"":""FL""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880260748743,""user_id"":""UA000000107392123""}"
UA000000107392926,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880349970004,""geo"":{""city"":""Barstow"",""state"":""CA""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880349970004,""user_id"":""UA000000107392926""}"
UA000000107392932,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880350358675,""geo"":{""city"":""Andrews"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880350358675,""user_id"":""UA000000107392932""}"
UA000000107371960,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593878462119623,""event_timestamp"":1593880354395280,""geo"":{""city"":""Santaquin"",""state"":""UT""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593878059507495,""user_id"":""UA000000107371960""}"
UA000000107392966,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880354672651,""geo"":{""city"":""Oshkosh"",""state"":""WI""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880354672651,""user_id"":""UA000000107392966""}"
UA000000107381617,"{""device"":""Android"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880343582171,""event_timestamp"":1593880345818844,""geo"":{""city"":""Mason"",""state"":""OH""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879130005826,""user_id"":""UA000000107381617""}"
UA000000107392911,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880348796118,""geo"":{""city"":""Destin"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880348796118,""user_id"":""UA000000107392911""}"
UA000000107392936,"{""device"":""Android"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880351026531,""geo"":{""city"":""Antioch"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880351026531,""user_id"":""UA000000107392936""}"
UA000000107392958,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880354144347,""geo"":{""city"":""Kinston"",""state"":""NC""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880354144347,""user_id"":""UA000000107392958""}"
UA000000107392960,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880354161562,""geo"":{""city"":""Kansas City"",""state"":""MO""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880354161562,""user_id"":""UA000000107392960""}"
UA000000107392970,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880354817237,""geo"":{""city"":""Washington"",""state"":""DC""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880354817237,""user_id"":""UA000000107392970""}"
UA000000107392879,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880345373196,""geo"":{""city"":""San Antonio"",""state"":""TX""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880345373196,""user_id"":""UA000000107392879""}"
UA000000107392123,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880260748743,""event_timestamp"":1593880348882429,""geo"":{""city"":""Clewiston"",""state"":""FL""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880260748743,""user_id"":""UA000000107392123""}"
UA000000107393002,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880359246306,""geo"":{""city"":""Fishers"",""state"":""IN""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880359246306,""user_id"":""UA000000107393002""}"
UA000000107391553,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880201744891,""event_timestamp"":1593880355022838,""geo"":{""city"":""Bellevue"",""state"":""NE""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880201744891,""user_id"":""UA000000107391553""}"
